review,sentiment
"I found this film extremely disturbing. Treadwell is delusional and disturbed, to the point of probably suffering from a mental illness. The footage shown is him and not an actor, but yet it is showing behaviour that ended in death. Is it appropriate to show actual footage of a suicide? Let's not mince words. The film shows footage of behaviour that directly led to his death.<br /><br />For those who think that Treadwell is some kind of hero, think again. The footage he shot is about him and not about the bears and foxes he claimed to be helping. He did no meaningful research into their habits or numbers and did nothing to actually protect them. All he did was run around in the bush and convince himself that he was better than everyone else. Reality is, by helping to desensitize the animals to humans, he exposed them to great risk. His self indulgent behaviour not caused his own death, but also the death of his companion Amy plus exposed his beloved bears and foxes to greater harm.<br /><br />But I'm also concerned about Werner Herzog's actions in compiling this film the way he did.<br /><br />A friend and I have had a long argument about this film who loved this film. He believes that seriously disturbed people make for interesting subjects and he cites the movie Downfall as an example. But in Downfall they use actors. We didn't see the real Madga Goebells put cyanide capsules into her own children's mouths.<br /><br />There was something about using the real footage in Grizzly Man which reminded me of that horrible football stadium tragedy where people were being crushed to death and the photographers who could have helped, elected to simply keep recording the horror.<br /><br />Herzog's film shows us that Treadwell's footage is more about Treadwell. But Herzog has done the same. His own personality and opinions are aired in this documentary, which is supposedly about someone else. Scenes such as the one where he listens to the tape are not necessary. We already knew what was on the tape because the coroner had told us. We didn't need Herzog shedding a tear with one of Treadwell's former girlfriends. It didn't add to the film.<br /><br />The film showed us that Treadwell was very self-indulgent, but it also showed us that Herzog is as well.",0
"The Good Thing about this movie: The concept is interesting and there are some funny scenes. It also makes you think of those little things in life that could greatly affect the life of someone else without you ever knowing. Its a small world and this little movie shows us.<br /><br />The Bad Thing:There are too many characters and its hard to tell who the main character is but its still a great movie.<br /><br />Its a great movie and many people compare it to Magnolia which I haven't seen.<br /><br />8/10<br /><br />Not Rated---I would rate it PG-13 for brief violence,some language and sexual situations.",1
"""Stripperella"" is an animated series about a girl named Erotica Jones (voiced by Pamela Anderson) who lives a double life as a stripper at a gentleman's club known as ""The Tender Loins"" and as a sexy crime-fighter known as Stripperella, a.k.a. Agent 69 who works for a government organization. As Stripperella, Erotica fights crime and the forces of evil such as a plastic surgeon who gives women breast implants that either explode or make them fat and Cheapo, a criminal who steals from 99 cent stores and makes his two henchmen share a gun. The creator of the character and the series is Stan Lee of Marvel fame (and creator of Spider-Man).<br /><br />Back in late June of 2003, Spike TV (then known as The New TNN) premiered a Thursday night block of three animated shows. Those shows were ""Ren & Stimpy: Adult Party Cartoon""; new adventures of classic kids show characters Ren and Stimpy for adults done by original creator John Kricfalusi, ""Gary the Rat""; about a lawyer who is turned into a human sized rat starring Kelsee Grammar of ""Cheers"" and ""Fraiser"" fame, and ""Stripperella""; the adventures of a stripper who doubles as a superhero voiced by Pamela Anderson and created by Stan Lee. I remember seeing all three of the premiers. I was anxious to see Ren and Stimpy as I love the original show. I was a little let down. It was alright but it seemed to take things a little too far; seeing the two have gay sex together was a bit much. Though Gary the Rat wasn't bad, the best of the three was easily Stripperella. The animation was really good, it had an awesome intro song, it had some good talent behind it, and it was funny as hell! The show was just so silly, I don't even know how to begin explaining it! After four of five weeks (if not a little less) the animation block disappeared, which was weird because I know it got good ratings and it was advertised everywhere. I was disappointed to see Stripperella go but several months later I found out about new episodes that aired at like 1:00 AM. I only got to see one and though it was funny as hell and I was glad to see the show back after all that time, something seemed a bit off....<br /><br />In the beginning of it's short run, ""Stripperella"" had great animation. It was dark, moody, realistic, and somewhat sexy too. The Stripperella costumed looked good too, the character was drawn well. After the long hiatus and during the rest of the episodes, the animation was very different. Instead of dark and realistic look it originally had everything was now really colorful and cartoonish. Stripperella received the biggest changes though. Before she had normal long hair, now she had hair bigger than Peggy Bundy's (Married with Children) if even possible. Also, the eye mask actually shows her eyes now; before it was just white you saw which was cool since it was more superheroish. Also, the upper part of her costume was kind of a vest-type thing with a collar and her costume was dark blue; that changed to her costume being a bluish-violet color and her upper costume being really crappy looking in comparison. In short, the show was a cartoon and very over the top silly beforehand, but the second-half it became more cartoonish looking and though still laugh-out-loud hilarious, it became more zany as well; for example, there was a later episode about a were-beaver...yes, a were-beaver. <br /><br />Anyway, instead of complaining about the mid-series changes, ""Stripperella"" only ran one season but it was a very good show. Like the Tales from the Crypt film ""Bordello of Blood"", it may be really campy but it's really fun. As long as your not a prude you'll find yourself laughing repeatedly at this show. I haven't seen every episode because I haven't got the DVD yet for two reasons: #1. Paramount released and they have this screwed up policy about not including any extras on nearly all released TV shows, even though this was the entire show (I would have liked to see some commentary's maby explaining the animation change and interviews with Pamela Anderson and Stan Lee) and #2. the awesome Kid Rock song during the opening was replaced. Now I'm not a fan of his, but that intro sang WAS the theme for the show! If your not going to pay to have any extras at least pay to have the original intro song you jack-asses. The show also had a few interesting guest stars such as John Lovitz as Cheapo and Mark Hamil as the plastic surgion who hates models. Also Tom Kenny (SpongeBob) was on the show as the owner of the strip club in most every episode. Stan Lee has a cameo in one episode too.<br /><br />The Breakdown: <br /><br />PROS: Had a great look to it at first, FUNNY AS HELL, a very fun show, great voice talent for the most part, Chief Strogenoff (watch the show and see some of the stuff he does), and was easily the best of the three animated shows mentioned earlier.<br /><br />CONS: The mid-series animation change and the crappy DVD described earlier. Aside from the fact that some of the humor could be kind of dumb at times I have nothing really negative to say about this.<br /><br />OVERALL: Stripperella is a huge guilty pleasure of mine and it's a shame it only ran one season. It was a very funny, sexy, actioned packed cult series that I hope to see air on Adult Swim someday with the original intro intact and possibly give it another season like Family Guy. Check it out even if it is on the lousy DVD. You will laugh yourself silly.<br /><br />Rated TV-MA: Crude and Sexual Humor and Nudity, Runtime: About 25 minutes per episode, Score: 9/10",1
"Possibly the finest moment of TV, at least in my memory, as millions could watch Shakespeare's gripping Kings cycle (Richard II - Richard III) play out on prime time TV (I believe it was on Friday nights). No word was left out, and the plays awoke in me (who was then in elementary school) a thirst for history and a hunger for Shakespeare and drama.<br /><br />Let's see these reissued on DVD. What a set this would be!",1
"You'd think the first landing on the Moon would be dramatic enough without needing to make up stuff about it. However, this documentary seems to need to cast everything in the scariest possible light. It talks about the risks associated with the lunar module and mentions Armstrong's nearly fatal accident with the training vehicle, as if the trainer and the spacecraft had anything to do with each other. It makes the computer overload problem (the 1202 and 1201 alarms) encountered during the final landing sequence sound like a near-catastrophe when it was just an annoyance and not a risk to the crew at all. And it takes the ""thirty seconds"" call to mean thirty seconds of fuel left before running out, when it's actually thirty seconds before an abort is mandatory.<br /><br />If you want to see a documentary or dramatization of Apollo 11, go for ""From the Earth to the Moon"" or one of the PBS documentaries, but skip this one.",0
"After the reasonably successful MASTI which was tad better Inder Kumar returned again with a comedy PYAARE MOHAN based on the Hollywood film SEE NO EVIL, HEAR NO EVIL <br /><br />The film reminds you of HUM HAI KAMAAL KE(1994) where Kader and Anupam play the blind and deaf<br /><br />This movie is a tedious exercise<br /><br />The film has jokes of such nonsense that you don't feel like laughing like Snehal Dabi's head getting stuck in the back of the horse and all those type comedies which we don't laugh at now but mock <br /><br />The film starts off in a clichéd manner and some scenes are funny sadly such moments don't last long as the story never moves in this half even the comedy gets boring The twist is well handled and the second half becomes an action film where the blind guy and the deaf go to rescue the heroines and we have all OTT chase scenes and fight scenes<br /><br />Direction by Inder Kumar is bad Music is okay, one song stands out I LOVE YOU MY ANGEL<br /><br />Vivek is awful in the comic scenes, his timing is very bad and is okay in serious scenes For some reason he keeps doing comedy and ruined his career Fardeen Khan is tad better but too wooden Amongst the rest Esha and Amrita are the heroines Boman Irani annoys here Snehal Dabbi is okay",0
"This movie ... I saw it 15 years ago and in the last years couldn't remember it any more, name or anything else, just it was about a Romanian country man played superbly by Anthony Quinn. The impression I got from this drama will be eternal. Finally I found the name of the movie, I hope I will be able to buy it. And honestly this movie worth 10 Oscars. Ten times BRAVO. I was quite young when I first saw the movie. I asked my friends if they heard about this story but nobody would know anything about Anthony Quinn playing the role of a Romanian peasant. I remember when a German officer came and saw Anthony and told him he was a good ""breed"" but in fact the German was cheating on him. For few bucks you won't get rich in case you buy the movie but you will be rich if you have it.",1
"looks like the bet movie I've ever seen. not too much for intelligent perception but so rich for perception sensitive. Antonioni is comparably wise to his movie. Malkovich's so organic, roles are so true, situations are so real. I've change my world outlook after this cinema. I'm a beginner literati in Russia -- country of Tolstoy and Dostoevskiy -- and I'm quite sure watching Antonioni is good and fun for russkies, because I and we do understand his point of view. so I don't understand his lesser raiting on IMDb. I'm sure, speaking from Russia and our people, we like Antonioni because of his romantic soul and positive sensation of surrounding reality",1
"Intended as light entertainment, this film is indeed successful as such during its first half, but then succumbs to a rapidly foundering script that drops it down. Harry (Judd Nelson), a ""reformed"" burglar, and Daphne (Gina Gershon), an aspiring actress, are employed as live window mannequins at a department store where one evening they are late in leaving and are locked within, whereupon they witness, from their less than protective glass observation point, an apparent homicide occurring on the street. The ostensible murderer, Miles Raymond (Nick Mancuso), a local sculptor, returns the following day to observe the mannequins since he realizes that they are the only possible witnesses to the prior night's violent event and, when one of the posing pair ""flinches"", the fun begins. Daphne and Harry report their observations at a local police station, but when the detective taking a crime report remembers Harry's criminal background, he becomes cynical. There are a great many ways in which a film can become hackneyed, and this one manages to utilize most of them, including an obligatory slow motion bedroom scene of passion. A low budget affair shot in Vancouver, even police procedural aspects are displayed by rote. The always capable Gershon tries to make something of her role, but Mancuso is incredibly histrionic, bizarrely so, as he attacks his lines with an obvious loose rein. Although the film sags into nonsense, cinematographer Glen MacPherson prefers to not follow suit, as he sets up with camera and lighting some splendidly realised compositions that a viewer may focus upon while ignoring plot holes and witless dialogue. A well-crafted score, appropriately based upon the action, is contributed by Hal Beckett. The mentioned dialogue is initially somewhat fresh and delivered well in a bantering manner by Nelson and Gershon, but in a subsequent context of flawed continuity and logic, predictability takes over. The direction reflects a lack of original ideas or point of view, and post-production flaws set the work back farther than should be expected for a basic thriller.",0
"Yikes did this movie blow. The characters were weak, the plot weaker. I figured this couldn't be too bad because it has Christoper Walken, oops. He must have done this because he was bored and needed the money. The characters were supposed to be Irish but noone had an Irish accent. I am desperately trying to find something nice about this, I can't except Walken did a fine job with a wooden character. Find something to read, or watch discovery, don't ever see this movie.",0
"I was up late flipping cable channels one night and ran into this movie from about 10 minutes into the start - every time I even thought going to bed, something kept on telling me to keep on watching it even though it was way way way past my bedtime.<br /><br />This movie could have been another easy slam dunk anti-gun film, but instead they chose to examine the aftereffects of the shootings. And even better, the movie kept on with the real life - just when you think they are going to take the easy and obviously contrived way out, a twist comes along and changes the whole outlook of the movie. This film not only doesn't follow the formula, it shows how other events often lead up to and/or affect what happens afterwards.<br /><br />I only wish the filmmakers had explored the issues around anti-depressant drugs more - the kids from Columnbine who did the shootings were on them for years and it was frightening to watch the way Deanna popped them every time the nightmares started. Up until recently they were dispensing the stuff like candy and only now do they even begin to understand what long term effects the drugs have. It was very refreshing to see that the mental illness aspect of the story was given quite a bit of film, having a relative who suffers from a mental illness, I can say that the movie was dead nuts on in every aspect of mental illnesses. Bravo to the director and writer who obviously did their homework on those issues. And for those who think certain things couldn't happen in a hospital (I don't want to tell any particulars), you're dead wrong on that too - I've been there. The script was so real it was amazing.<br /><br />Go BUY this film and show it to your teenage kids before it's too late. Someday they'll thank you for it.",1
"This ensemble piece about adults who return to the formulative Summer camp of their youth was a very quiet entrant and exiter to the cinemas in the Autumn of 1993. I'd say that was a shame,but then again,some of the better movies ARE quiet releases that don't get much hype or praise.<br /><br />Diane LAne,Kevin Pollack,Elizabeth Perkins,Vincent Spano,Julie Warner,Bill Paxton,Kimberly Williams,Matt Craven and Alan Arkin(who is painfully good here) are the group of actors who flesh out these roles as people who have grown old with good,bad and funny memories of summers gone past. This film covers the gambit of emotions,mostly pleasant,and the film never hammers away at the viewer to feel what the characters are feeling,preferring to allow the viewer to enter into the memories on their own. Since I am a movie viewer who bristles at bluntly,brazen manipulation in films,this is something that I appreciate from writer/director Mike Binder.<br /><br />This film's a great cheap rent,a good main rent and even a pretty sit in a theater flick. You might run across this on TV,and I would definitely suggest a look-see.",1
"I've seen this film so many times, It's that good. Maybe because I can relate to Tittas way of life is the reason why. Not everyone would find it to their taste. Also, my Italien is improving after each viewing. Am I a sad case? Thankyou Mr Sorrentino. I look forward to your next film. Although I did not see the film at a cinema, I have the DVD and would encourage anyone to buy it. The Special feature extras alone is worth the price. The amount of time a director spends on the making of a film is very seldom appreciated, the extras on the DVD gives an excellent insight to the making of a film. As for the story of the film, I'm bias.I happen to rave about it to all my friends, but as I said before, I relate very much to the main character who is a loner in a situation not of his own choosing. The Mafia in Sicily use Titta to launder their money in a Swiss bank. He owes them for costing them Millions of dollars years ago in stock market deal that went wrong.Love kills.",1
"As a Hammer completist I was dreading the time when I would have to raise the courage to watch this film and the one following it, Holiday on the Buses. I had seen One the Buses the film and thought it one of the worst films I have ever seen. It was full of all the awful comedy that plagued British TV screens around the early 70's.<br /><br />I am ashamed to say that there were actually parts of this film that I laughed at. I don't know if it was because I was now familiar with the characters and enjoyed some of the situations, knowing how they would react. I found Blakey particularly funny, although I could swear at no point in the trilogy does he say his catchphrase, ""I'll get you Butler"".<br /><br />Having watched Holiday on the Buses the jokes were starting to wear thin and these three films could be compared to an early Hammer trilogy, Dick Barton, in that the second film made is the best (although this is probably the only way they could be compared).<br /><br />The only people who would want to watch this film are probably fans of the TV series, who will no doubt enjoy this, and Hammer completists like myself. To the completists I would say that this film isn't that bad and I can certainly think of worse Hammer comedies.",0
"This movie was pretty much a waste of an hour and a half of my time. I generally like the cheap horror monster type movies, but this movie was a disappointment. The main flaw being the lack of explaining the creatures. When they entered the house and found the man he could have at lease explained them. He doesn't really say anything about them other than that they killed his parents, and unless i missed something the didn't say how he managed to escape either... Not to mention the fact that it gives no clue or reason why the only survivor stays and essentially feeds the creatures after her own near death experience. It would have seemed that she would have had the opportunity to leave after the ""cross incident"".",0
"There is a special heaven reserved for people who make the world laugh. Alongside Chaplin,Stan and Ollie,The Marx Bros and.....(fill in your own special favourites)space must be made for everybody connected with ""Airport 80 - Concorde,the movie"". Robert Wagner in particular exceeds all expectations giving the comedy performance of a lifetime.I would never have thought he had it in him. The only way he could have been funnier would have been to have worn a red nose and a revolving bow tie. British moviegoers will recognise the fat one from Cannon and Ball pretending to be a Russian athlete,a nice trick if he could have pulled it off but,tragically,he couldn't.I have a 14 year old labrador more athletic and almost as funny. George Kennedy - bless him - has a part that requires him talk and move at the same time,and my goodness he triumphs!Brow wrinkled with effort he utters timeless dialogue,each word lovingly polished into Coward-like brilliance. Only once in twenty years does Hollywood turn out a film like ""Airport 80"".All the years of toil and struggle,the sweat,the tears,the lessons with Lee Strasberg,living out of suitcases,born in a trunk etc etc,all come to fruition.A work of art is created that will last as long as there are movies and machines to show them on. I think I'm ready for my medication now.",0
"I loved this movie! It was all I could do not to break down into tears while watching it, but it is really very uplifting. I was struck by the performance of Ray Liotta, but especially the talent of Tom Hulce portraying Ray's twin brother who is mentally slow due to a tragic and terrible childhood event. But Tom's character, though heartbreaking, knows no self pity and is so full of hope and life. This is a great movie, don't miss it!!",1
"If it weren't for the editing out of curse words and a superimposed blur when one character give another the finger, it would be easy to mistake this low-budget snoozer for a Sci-Fi channel pilot. The plot about the government's attempts to destroy a group of telekinetics it originally trained as military weapons ends ambiguously enough with the hero, himself gifted, in pursuit of a telekinetic survivor bent on revenge. Alas, the movie is talky, boring, predictable and even devoid of interesting special effects. Top-billed Louis Gossett, Jr. has a minor role as the evil government bureaucrat who originated the program and now wants to eliminate all traces. He walks through the part and it is hard to understand why he bothered. Other members of the cast do a decent job with a script that demands little.",0
"Higher and Higher was one of Rodgers&Hart's lesser Broadway musicals it only had a run of 84 performances on Broadway in 1940. Yet it yielded one of their bigger hits It Never Entered My Mind.<br /><br />Nevertheless except for one minor song, So Disgustingly Rich, the entire Broadway score was scrapped when RKO bought the film rights. Instead a whole new score by Jimmy McHugh and Harold Adamson was written, mostly to accommodate one Francis Albert Sinatra who was making his feature film debut.<br /><br />Sinatra who had done some vocal cameos in previous films, takes a leaf from the page of his singing rival Bing Crosby. When Bing did his feature film debut in The Big Broadcast, he played Bing Crosby. Frank Sinatra took on the role of Frank Sinatra and I can't think of anyone who could have done a better job. <br /><br />The Chairman of the Board is billed third here behind stars Jack Haley and Michele Morgan. He's the butler and she's the scullery maid to Leon Errol. In fact Errol is a millionaire who hasn't paid his help for seven months. Mainly because he's about to go belly up into chapter 11 or so he informs the staff.<br /><br />Errol's a delightful old soul to work for and none of the staff want to lose a good thing. They pool their resources and get Michele Morgan to impersonate Errol's daughter who's over in Switzerland with her mother. The idea being to snag a rich bankroll in the hopes rescuing the family fortune. Only Michele starts looking at another.<br /><br />It's a slight plot and certainly no worse than a whole lot of musicals, but RKO invested this film with a good cast of players. Barbara Hale and Elizabeth Risdon play another débutante and her mother who suspect something's not right, Victor Borge is a fortune seeking no account, Dooley Wilson, Paul Hartman, Grace Hartman, Marcy McGuire, Mel Torme and Mary Wickes, play others of the Errol household staff. Not a bad bunch at all.<br /><br />Sinatra sang three good ballads all of them had some kind of commercial success, The Music Stopped, A Lovely Way to Spend an Evening, and I Couldn't Sleep a Wink Last Night. The last one was nominated for an Oscar for Best Song, but lost to Alice Faye's You'll Never Know.<br /><br />1943 was the year of the Musician's Union Strike against the recording industry. To get their material out, Frank Sinatra recorded the songs from Higher and Higher with an acapella chorus for Columbia. Bing Crosby recorded songs from his film Dixie in the same manner for Decca. Both of them were denounced by the president of the union, James C. Petrillo as strikebreakers and both did not cross the picket line again. The strike wasn't settle completely until 1944 although Decca broke ranks earlier from the other record companies and settled earlier than Columbia, RCA Victor and the others.<br /><br />The strike provided some anxious moments for Sinatra. He had just left the Tommy Dorsey Orchestra when the strike was called. It closed off a needed venue for his artistry when he wasn't sure whether leaving Dorsey would prove to be a right career move. <br /><br />Fortunately Higher and Higher was received well a legend was launched.",1
"This is one of the worst movies I have ever seen. I didn't go in with high expectations, but as soon as it started I thought it might be o-k. It wasn't. Jim Carrey seemed to try, but he spoke all his lines as though he were some diabolic cartoon character. The other actors all seem to try their best but are kind of wooden. The plot has a good basis, but the melodramatic lines make it dull and kind of stupid. I was laughing during the whole second half of the movie, and after five minutes of that I got tired of that. Most plot 'twists' you could see from several miles off. It's just not worth watching. I really wish I hadn't wasted my time with it.",0
"I am a guy, so i was very hesitant to watch the movie because i know that Richard Gear likes to be in tear jerker movies. I would rather watch action/adventure/sci fi. I was right, the movie is definitely a tear jerker. Diane tended to over act a few times, as did richard, but they brought it around and made it work. The daughter was a suppressed teen with huge attitude, so you started out hating her. The movie is way too predictable, but for entertainment purposes, it was a masterpiece. Go rent it, see if you don't shed a tear.lol If you like the notebook, you will love this one. The beach scenes were immaculately shot. even though the hurricane scenes were a little off sequence, it was still a bit panicy to watch them react to it.",1
"I am still trying to figure out what the target of this movie was: 1) Whether to show how stupid, disorganized, unprofessional and arrogant the police is (I surely could add various adjectives here, but I think my point on this is clear). 2) Whether to show how a twisted-minded crook that does not know what he wants from himself can create chaos. 3) Whether to show if a persistent detective will solve a case just by asking the criminal the same stupid question over and over again till the criminal answers? 4) Or was it just to show that any 90 minutes of filmed material can still be called a MOVIE<br /><br />This was one of those movies, that in a way - did not disappoint me. From the first 10 minutes I kind of figured out that this movie will not be nominated for the best movie award, and surprisingly enough  this was consistent throughout the whole time. It was stupid enough to be worth the wait to see how stupidly it will continue and end  and I was not disappointed there either. <br /><br />Was it a complete waist of time? YES. Which raises your question  WHY DID I WATCH IT THROUGHOUT? Well, I was trying to fall asleep, and I thought this was a great candidate for that, but unfortunately I had too much coffee before that",0
"This story about three women is a very sensitive study about: Muriël (Charlotte Van Den Eynde) the youngest, Laura (Els Dottermans) who is about 37 and Martha (Frieda Pittors) the oldest who is the mother of Muriël. They live together in the same building. They have different expectations of life. The vital Laura wants a child. Muriël comes from a village and wants to change her life in Brussels. Martha dreams about her youth when she was a young girl. In fact nothing happens in this movie so you wait for something - for instances an accident - which could dramatize this story. As times goes on, you discover that the director Dorothée Van Den Berghe only wants to develop a psychological portrait of the three women and nothing more. This movie is disappointing because you expect the women to learn from their experiences which is not the case, so one is left with a feeling of emptiness.",0
"No cinematic achievements here, however that's not even the important question. How does it fare in its endeavour to be a competent date movie--and star vehicle?<br /><br />The formula requires the cute female lead a la Ryan or Aniston--check; there's a built-in TV audience!<br /><br />Add thick-headed, compliant men, usually including the problem ex-boyfriend/fiancée--check. <br /><br />Assemble a plot that maximizes the bankability of the stars. So far, so good.<br /><br />What is the male lead to consist of? He has to make all the women in the movie and in the audience (and the gay flight stewards) instantly swoon. But...he cannot be so hunky as to threaten to the male audience, and he can't outshine the star. Roll cameras...<br /><br />The problem is Messing thinks she's still in a sitcom...she has only one presentation: as the wide-eyed doormat that she's made a career out of. A capable actress might have pulled it off after the love scene, where things promptly nosedive into the soap suds. <br /><br />You can't help feeling good for Mulroney...you can read it in his face that he sees through all of this. He's gotten all the respect of a lifetime .260 hitter. This time, he smacks one out to the warning track, and no one can figure out what to do, as he amusedly takes home plate.",0
"I know, I know: it's childish. But I just love this type of movie. A bird that suffered a lot of ""mishaps"" and still hasn't lost his faith in humanity and his sense of humor. What's special about this film is the fact that the main character is Paulie -the parrot- and he's not used as a boost to some hotshot human actor. Furthermore I like the storyline: Paulie tells his lifestory to a cleaner at the point he hit rock bottom. (By the way: Jay Mohr's voice almost sounds like Joe Pesci's!). And Cheech Marin of course, the man IS humor to me. Ever since I saw ""Up in Smoke"" I have appreciated his naive way of performing, making a simple situation a hilarious one.. can't help myself.",1
"*** WARNING! SPOILERS CONTAINED HEREIN! ***<br /><br /> This is a semi-autobiographical look at what might happen to Madonna if she were ever to be stranded on a deserted island. There's absolutely no challenge to Madonna in this role, and it shows. She's just Madonna playing Madonna, and she can't even get THAT right. I know what you're saying, you're saying, ""How do you know this is what Madonna is really like, you've never met her!"" Correct, I haven't, but we all remember ""Truth or Dare"", don't we? I know Kevin Costner does.<br /><br /> You would think, in the year 2002, that Madonna might have learned something, one way or the other, from the ""crossover"" ladies that have also made their way across the silver screen. For goodness' sake, hasn't Madonna seen ""Glitter""? Mariah Carey showed the film world HOW IT IS DONE!!! Mariah kicks Madonna's trashy butt to the curb in beauty, talent, screen presence, charisma, characterization, you name it! All we see from this glimpse into Madonna's world is she's the only one in it. <br /><br /> If there's one thing to be said for Madonna, it is that she's consistent. When she was an MTV darling, she set the world of women's fashion back 20 years. Now, in film, she has set women's roles in film AND society back 20 years, by glamourizing all the most hated, horrible, reprehensible, odious qualities women have been reputed to have locked away inside them, qualities they have been so desperately trying to prove they really don't possess.<br /><br /> ***HERE'S THE SPOILERS!!! DON'T READ ANY FURTHER IF YOU DON'T WANT TO KNOW...***<br /><br /> Here's the one good thing I will say about this film, and I really was impressed by it. They didn't go for the ""Hollywood Ending"" - Madonna's character lives. In the typical, happy Hollywood ending, Madonna's character would have died on the island, and her long-suffering, oppressed, whipped husband would have been free to finally settle down with a good, decent woman, a woman who would be the exact opposite of his deceased wife, and they both live happily ever after. But in this extremely depressing conclusion, she is rescued, and once more, this poor victim of a husband is once again saddled with his demon of a wife, and his life will once again become a living hell.<br /><br /> *** HERE ENDETH THE SPOILERS ***",0
"Even a bad Julie Andrews Musical is worth watching and this isn't bad! In fact it's quite entertaining. Actually it's a fascinating study on trying to manipulate a star's personae.<br /><br />To break Julie's ""goody two shoes mold"" she plays a German Spy/English Musical Hall Actress. She subsequently went on to take her top off in the movie S.O.B. and play a drag queen in Victor Victoria and other not so goody girls usually under hubby Blake Edward's direction.<br /><br />The movie is admittedly problematic It is hard to feel for her character because she's a German Spy. We want to love Julie but she's on the wrong side of the law. Probably this is why this movie flopped. Julie as a German Spy? Our Mary Poppins? our Maria Van Trapp suddenly a German Spy?<br /><br />The romance seems to happen overnight and come from nowhere. But never mind, it's a musical and it has Jullie. Oh and did I mention hunky Rock Hudson is in it too?<br /><br />Julie gives a glowing wonderful performance that any musical comedy buff should not miss. Great WW 1 Songs and nice tunes by Mancini.<br /><br />Yes the film has plot holes and at times doesn't seem logical. For example, why is Julie and her uncle suddenly pursued by the Germans when a minute ago she was spying for them. <br /><br />But on another note, who cares? The musical numbers are fun and exciting. The costumes and scenery extraordinarily lavish. The cinematography quite on the mark.<br /><br />It has the annoying idiot detectives that Blake Edwards puts in all his movies. (Yawn)<br /><br />But it has Julie- trying desperately to change her image. (You can imagine dinner with Blake and Julie - Julie: ""Blake we need to change my image."" <br /><br />Blake: ""I Will make you a German Spy, then we will take your clothes off in another movie and then play a transvestite in a another movie. They won't recognize you. It will be the death of Maria Von Trapp""<br /><br />Fascinating study on changing an image. Wonderful Julie. A must see for musical comedy buffs. Much more entertaining than Star!",1
"Those who know who know the Kelly ""legend"" & are hoping that this film would be an accurate depiction of his life may be disappointed with the creative license taken with this film (eg. Naomi Watt's character never existed in reality), but if you look at it purely as a piece of entertainment, it holds up pretty well. Ledgers performance in the title role is quite solid, taking the mantle of cinema's best Ned (not hard considering the previous Ned's include Yahoo Serious, Mick Jagger & former Carlton champion (Australian Rules Football) Bob Chitty, a great footballer but a poor actor. Some location shooting film in the area I live, Bacchus Marsh outside Melbourne as well as Clunes & Ballarat.",1
Telemundo should definitely consider making a DVD collection of the novela Xica! I know tons of people including myself who would like to be able to purchase the novela Xica! It is a very entertaining novela which is set in Brazil. The costumes worn by the actors are beautiful and the town in which the novela takes place is beautiful. Xica contains a lot of history of that time period. I wish Telemundo would televise it again even if it was a 2 in the morning. I would highly recommend watching Xica if it is ever shown again on Telemundo. I've e-mailed Telemundo a million times already to show the novela again but my pleas have fallen on deaf ears. The only cautionary statement about Xica is that it occasionally contains some harsh scenes therefore I would recommend that children under 14 do not watch Xica. Overall Xica merits a 10 out of 10!,1
"Basically, Cruel Intentions 2 is Cruel Intentions 1, again, only poorly done. The story is exactly the same as the first one (even some of the lines), with only a few exceptions. The cast is more unknown, and definitely less talented. Instead of being seductive and drawing me into watching it, I ended up feeling dirty because it compares to watching a soft-core porn. I'm not sure whether to blame some of the idiotic lines on the actors or the writers...and I always feel bad saying that, because I know how hard it is to do both...but it was basically a two-hour waste of my life. It literally amazes me that some movies get made, and this is no exception...I can't believe they'd make a third one.",0
"**WARNING: POSSIBLE SPOILER**<br /><br />If you can get by the extremely unpleasant subject matter, this film does offer a heaping helping of outrageously campy melodrama. Surprisingly enough, this movie has been copied and ripped-off several times over the years, although it's hard to fathom ANY filmmaker being inspired by this trashy drama. Neither one of the Hemingway women can act here (although Mariel HAS improved over the years), Anne Bancroft offers the only touch of class as a prosecuting attorney, and Chris Sarandon is by turns pathetic and unintentionally hilarious as the smirking, smarmy bad guy of the piece.<br /><br />Veteran director Lamont Johnson can't make a silk purse out of this sow's ear of a script, which is stuffed to bursting with howlingly bad dialogue and outlandish situations. For example, the final sequence, where Margaux grabs her shotgun and chases Sarandon down after his latest shocking act is meant to be exciting but elicits hearty chuckles instead. Add a notoriously shrill and spacy musical score by Michel Polnareff and you have a true guilty pleasure, even though you're likely to feel grubby and needing a hot shower after viewing it. Don't say you weren't warned.",0
